0:00:00	-4	4
0:00:01	-4	11
0:00:02	-4	1
0:00:03	-4	2
0:00:04	-4	6
0:00:05	-4	2
0:00:06	-4	3
0:00:07	-3	2
0:00:08	-3	4
0:00:09	-3	6
0:00:10	-3	14
0:00:11	-3	16
0:00:12	-2	16
0:00:13	-2	16
0:00:14	-2	16
0:00:15	-2	16
0:00:16	-2	16
0:00:17	-2	16
0:00:18	-1	16
0:00:19	-1	16
0:00:20	-1	16
0:00:21	-1	16
0:00:22	-1	16
0:00:23	-1	16
0:00:24	0	16
0:00:25	0	16
0:00:26	0	16
0:00:27	0	16
0:00:28	0	16
0:00:29	0	16
0:00:30	0	16
0:00:31	0	2
0:00:32	0	16
0:00:33	0	16
0:00:34	0	16
0:00:35	1	16
0:00:36	1	16
0:00:37	1	16
0:00:38	0	4
0:00:39	0	6
0:00:40	0	9
0:00:41	0	6
0:00:42	0	11
0:00:43	0	16
0:00:44	1	16
0:00:45	0	16
0:00:46	1	16
0:00:47	0	16
0:00:48	0	0
0:00:49	0	16
0:00:50	0	16
0:00:51	0	16
0:00:52	0	16
0:00:53	0	16
0:00:54	0	0
0:00:55	0	0
0:00:56	-1	2
0:00:57	-1	0
0:00:58	-1	1
0:00:59	-1	3
0:01:00	-1	2
0:01:01	-1	0
0:01:02	-1	1
0:01:03	-1	6
0:01:04	-1	4
0:01:05	-1	3
0:01:06	-2	6
0:01:07	-2	3
0:01:08	-2	4
0:01:09	-2	1
0:01:10	-3	1
0:01:11	-3	2
0:01:12	-3	0
0:01:13	-3	0
0:01:14	-3	0
0:01:15	-3	0
0:01:16	-3	3
0:01:17	-3	0
0:01:18	-3	8
0:01:19	-4	8
0:01:20	-4	0
0:01:21	-4	11
0:01:22	-4	2
0:01:23	-4	0
0:01:24	-4	0
0:01:25	-4	1
0:01:26	-4	1
0:01:27	-4	4
0:01:28	-4	9
0:01:29	-4	4
0:01:30	-4	2
0:01:31	-4	16
0:01:32	-4	4
0:01:33	-4	1
0:01:34	-4	1
0:01:35	-4	16
0:01:36	-4	1
0:01:37	-4	4
0:01:38	-4	16
0:01:39	-4	16
0:01:40	-4	16
0:01:41	-4	16
0:01:42	-5	16
0:01:43	-5	16
0:01:44	-5	16
0:01:45	-5	16
0:01:46	-5	12
0:01:47	-5	16
0:01:48	-3	16
0:01:49	-4	2
0:01:50	-3	16
0:01:51	-3	8
0:01:52	-2	4
0:01:53	-2	2
0:01:54	-2	16
0:01:55	-2	16
0:01:56	-1	16
0:01:57	-1	16
0:01:58	-3	6
0:01:59	-1	4
0:02:00	-1	9
0:02:01	0	8
0:02:02	0	9
0:02:03	0	6
0:02:04	0	2
0:02:05	0	16
0:02:06	0	12
0:02:07	-1	0
0:02:08	-1	0
0:02:09	-1	2
0:02:10	-1	4
0:02:11	-3	6
0:02:12	-3	2
0:02:13	-4	1
0:02:14	-4	1
0:02:15	-6	2
0:02:16	-6	2
0:02:17	-6	2
0:02:18	-7	4
0:02:19	-7	12
0:02:20	-8	8
0:02:21	-8	1
0:02:22	-8	3
0:02:23	-8	12
0:02:24	-10	16
0:02:25	-10	16
0:02:26	-10	16
0:02:27	-11	16
0:02:28	-11	16
0:02:29	-12	16
0:02:30	-12	16
0:02:31	-13	16
0:02:32	-14	16
0:02:33	-15	16
0:02:34	-14	16
0:02:35	-13	16
0:02:36	-12	2
0:02:37	-12	9
0:02:38	-11	16
0:02:39	-11	4
0:02:40	-14	12
0:02:41	-18	1
0:02:42	-16	1
0:02:43	-20	16
0:02:44	-20	0
0:02:45	-21	1
0:02:46	-22	4
0:02:47	-21	0
0:02:48	-22	2
0:02:49	-24	12
0:02:50	-24	4
0:02:51	-25	4
0:02:52	-25	4
0:02:53	-25	11
0:02:54	-25	2
0:02:55	-24	16
0:02:56	-24	1
0:02:57	-22	4
0:02:58	-21	2
0:02:59	-23	1
0:03:00	-21	16
0:03:01	-17	16
0:03:02	-15	6
0:03:03	-16	14
0:03:04	-15	8
0:03:05	-13	2
0:03:06	-12	16
0:03:07	-11	16
0:03:08	-10	6
0:03:09	-10	4
0:03:10	-10	2
0:03:11	-9	2
0:03:12	-9	2
0:03:13	-8	4
0:03:14	-8	2
0:03:15	-8	8
0:03:16	-8	16
0:03:17	-7	16
0:03:18	-7	16
